date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:41:03	13787/13787	---MC-	200	added ('OK')	text/javascript	date:Sun,%2006%20Jul%202025%2022:41:05%20GMT	https://web.archive.org/web/20070705185338js_/http://pagead2.googlesyndication.com/pagead/show_ads.js	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070705185338js_/http_/pagead2.googlesyndication.com/pagead/show_ads.js	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:04	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:05%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/Default.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/Default.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:04	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:05%20GMT	https://web.archive.org/web/20070707122939im_/http://www.roblox.com/images/Logo_267_70.png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939im_/http_/www.roblox.com/images/Logo_267_70.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:05	17347/17347	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Jul%202025%2022:41:06%20GMT	https://web.archive.org/web/20071021181906im_/http://www.roblox.com/images/Logo_267_70.png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20071021181906im_/http_/www.roblox.com/images/Logo_267_70.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:05	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sun,%2006%20Jul%202025%2022:41:06%20GMT	http://t2.roblox.com/blank-267x70.gif	C:/Users/SKIBI/Downloads/robox/t2.roblox.com/blank-267x70.c.delayed	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:07%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/Login/New.aspx?ReturnUrl=%2fMP%2fDefault.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/Login/New03ad.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:07%20GMT	https://web.archive.org/web/20070707122939im_/http://www.roblox.com/images/SignupBanner.png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939im_/http_/www.roblox.com/images/SignupBanner.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:06	1088/1088	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Jul%202025%2022:41:07%20GMT	https://web.archive.org/web/20071021182338im_/http://www.roblox.com/images/SignupBanner.png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20071021182338im_/http_/www.roblox.com/images/SignupBanner.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:06	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:08%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/User.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/User.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:08%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/Games.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/Games.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:08%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/Catalog.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/Catalog.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:09%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/Browse.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/Browse.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:08	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:09%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/Forum/Default.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/Forum/Default.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:08	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:09%20GMT	https://web.archive.org/web/20070707122939im_/http://www.roblox.com/images/feed-icons/feed-icon-14x14.png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939im_/http_/www.roblox.com/images/feed-icons/feed-icon-14x14.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:08	689/689	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Jul%202025%2022:41:10%20GMT	https://web.archive.org/web/20071021182227im_/http://www.roblox.com/images/feed-icons/feed-icon-14x14.png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20071021182227im_/http_/www.roblox.com/images/feed-icons/feed-icon-14x14.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:09	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:10%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/Login/ResetPasswordRequest.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/Login/ResetPasswordRequest.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:09	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:10%20GMT	https://web.archive.org/web/20070707122939im_/http://www.roblox.com/images/figure.png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939im_/http_/www.roblox.com/images/figure.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:09	8835/8835	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Jul%202025%2022:41:11%20GMT	https://web.archive.org/web/20070820225845im_/http://www.roblox.com/images/figure.png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070820225845im_/http_/www.roblox.com/images/figure.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:10	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sun,%2006%20Jul%202025%2022:41:11%20GMT	http://t1.roblox.com/blank-115x130.gif	C:/Users/SKIBI/Downloads/robox/t1.roblox.com/blank-115x130.1a.delayed	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:10	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:11%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/Login/New.aspx?ReturnUrl=%2fMP%2fDefault.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/Login/New03ad.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:10	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:12%20GMT	https://web.archive.org/web/20070707122939im_/http://www.roblox.com/images/DownloadAndPlay.png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939im_/http_/www.roblox.com/images/DownloadAndPlay.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:11	1585/1585	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Jul%202025%2022:41:12%20GMT	https://web.archive.org/web/20070422032027im_/http://www.roblox.com/images/DownloadAndPlay.png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070422032027im_/http_/www.roblox.com/images/DownloadAndPlay.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:11	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:12%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/Parents.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/Parents.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:11	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:13%20GMT	https://web.archive.org/web/20070707122939im_/http://www.roblox.com/images/COPPASeal-150x150.png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939im_/http_/www.roblox.com/images/COPPASeal-150x150.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:12	15581/15581	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Jul%202025%2022:41:13%20GMT	https://web.archive.org/web/20070821161537im_/http://www.roblox.com/images/COPPASeal-150x150.png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070821161537im_/http_/www.roblox.com/images/COPPASeal-150x150.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:13%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/User.aspx?id=169	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/Userc572.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:14%20GMT	https://web.archive.org/web/20070707122939im_/http://t6.roblox.com:80/Place-120x70-80e1aa365300ee7d1d4e5d8144f7cd43.Png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939im_/http_/t6.roblox.com_80/Place-120x70-80e1aa365300ee7d1d4e5d8144f7cd43.Png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:13	24079/24079	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Jul%202025%2022:41:14%20GMT	https://web.archive.org/web/20070914235204im_/http://t6.roblox.com/Place-120x70-80e1aa365300ee7d1d4e5d8144f7cd43.Png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070914235204im_/http_/t6.roblox.com/Place-120x70-80e1aa365300ee7d1d4e5d8144f7cd43.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:13	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:15%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/User.aspx?id=1151	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/User78b3.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:13	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:15%20GMT	https://web.archive.org/web/20070707122939im_/http://t2.roblox.com:80/Place-120x70-1afd750472d4ff2ff6cae824880fbbfa.Png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939im_/http_/t2.roblox.com_80/Place-120x70-1afd750472d4ff2ff6cae824880fbbfa.Png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:14	24340/24340	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Jul%202025%2022:41:15%20GMT	https://web.archive.org/web/20070914235211im_/http://t2.roblox.com/Place-120x70-1afd750472d4ff2ff6cae824880fbbfa.Png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070914235211im_/http_/t2.roblox.com/Place-120x70-1afd750472d4ff2ff6cae824880fbbfa.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:14	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:16%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/User.aspx?id=7300	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/Userd435.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:16%20GMT	https://web.archive.org/web/20070707122939im_/http://t3.roblox.com:80/Place-120x70-ebf06a1dd10675afc1c2913ba9fa7a13.Png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939im_/http_/t3.roblox.com_80/Place-120x70-ebf06a1dd10675afc1c2913ba9fa7a13.Png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:15	21606/21606	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Jul%202025%2022:41:16%20GMT	https://web.archive.org/web/20070914235207im_/http://t3.roblox.com/Place-120x70-ebf06a1dd10675afc1c2913ba9fa7a13.Png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070914235207im_/http_/t3.roblox.com/Place-120x70-ebf06a1dd10675afc1c2913ba9fa7a13.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:17%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/User.aspx?id=8378	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/User6844.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:16	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:17%20GMT	https://web.archive.org/web/20070707122939im_/http://t5.roblox.com:80/Place-120x70-669b6da8fbd50a1bacad2b5593b30661.Png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939im_/http_/t5.roblox.com_80/Place-120x70-669b6da8fbd50a1bacad2b5593b30661.Png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:16	24037/24037	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Jul%202025%2022:41:18%20GMT	https://web.archive.org/web/20070914235206im_/http://t5.roblox.com/Place-120x70-669b6da8fbd50a1bacad2b5593b30661.Png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070914235206im_/http_/t5.roblox.com/Place-120x70-669b6da8fbd50a1bacad2b5593b30661.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:16	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:18%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/User.aspx?id=15189	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/User9df6.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:17	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:18%20GMT	https://web.archive.org/web/20070707122939im_/http://t5.roblox.com:80/Place-120x70-aad6f82352d12de80ab0933cf3e09aaf.Png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939im_/http_/t5.roblox.com_80/Place-120x70-aad6f82352d12de80ab0933cf3e09aaf.Png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:18	14562/14562	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Jul%202025%2022:41:19%20GMT	https://web.archive.org/web/20070914235205im_/http://t5.roblox.com/Place-120x70-aad6f82352d12de80ab0933cf3e09aaf.Png	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070914235205im_/http_/t5.roblox.com/Place-120x70-aad6f82352d12de80ab0933cf3e09aaf.png	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:18	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:20%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/info/About.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/info/About.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:20%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/info/TermsOfService.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/info/TermsOfService.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:20%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/info/Privacy.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/info/Privacy.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:20%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/info/About.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/info/About.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:21%20GMT	https://web.archive.org/web/20070707122939/http://www.roblox.com/info/Jobs.aspx	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939/http_/www.roblox.com/info/Jobs.aspx	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2006%20Jul%202025%2022:41:22%20GMT	https://web.archive.org/web/20070707122939js_/http://www.google-analytics.com/urchin.js	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707122939js_/http_/www.google-analytics.com/urchin.js	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
18:41:22	218/218	---M--	302	error ('Found')	text/html	date:Sun,%2006%20Jul%202025%2022:41:23%20GMT	https://web.archive.org/web/20070707102523js_/https://www.google-analytics.com/urchin.js	C:/Users/SKIBI/Downloads/robox/web.archive.org/web/20070707102523js_/https_/www.google-analytics.com/urchin.js	(from https://web.archive.org/web/20070707122939/http://www.roblox.com/)
